shop_id,dt0,dt1,dt2,pid_num,sale_amt,offer_amt,offer_cnt,rtn_cnt,rtn_amt,ord_cnt,user_cnt,ads_charge,ads_consume,bad_rate,mid_rate,good_rate,dis_num,cmmt_num,on_num,sale_sum
2,2016-11-30,2016-12-01,2017-02-28,333,70437.37,2692.91,476.0,53.0,2096.18,912.0,910.0,0.0,0.0,0.0683760683761,0.0726495726496,0.858974358974,14,234,0,59019.46
2,2016-12-31,2017-01-01,2017-03-31,408,65124.67,1118.65,282.0,36.0,1518.58,746.0,742.0,0.0,0.0,0.0550458715596,0.0642201834862,0.880733944954,14,218,0,55028.44
2,2017-01-31,2017-02-01,2017-04-30,471,87273.82,951.24,233.0,35.0,1489.51,1156.0,1150.0,0.0,0.0,0.022271714922,0.0289532293987,0.948775055679,19,449,0,79214.06
3,2016-07-31,2016-08-03,2016-10-31,393,135885.76,8765.21,765.0,42.0,3121.8,947.0,946.0,4354184.3,1630371.41,0.0249307479224,0.01108033241,0.963988919668,27,361,112,122139.45
3,2016-08-31,2016-09-01,2016-11-29,544,214653.61,13230.17,1158.0,62.0,4391.84,1464.0,1463.0,4354184.3,1630371.41,0.0245098039216,0.0147058823529,0.960784313725,56,612,111,197950.82
3,2016-09-30,2016-10-01,2016-12-29,629,291098.57,10743.89,1175.0,68.0,4754.5,1875.0,1872.0,4354184.3,1630371.41,0.0186046511628,0.013023255814,0.968372093023,65,1075,102,272725.95
3,2016-10-31,2016-11-01,2017-01-29,661,308372.06,7315.61,804.0,71.0,5057.87,1931.0,1929.0,4354184.3,1630371.41,0.0266412940057,0.0180780209324,0.955280685062,74,1051,101,290275.52
3,2016-11-30,2016-12-01,2017-02-28,582,238296.31,2549.63,277.0,60.0,4435.96,1456.0,1453.0,4354184.3,1630371.41,0.0274599542334,0.0240274599542,0.948512585812,45,874,89,223530.49
3,2016-12-31,2017-01-01,2017-03-31,530,167615.04,1118.07,136.0,71.0,5100.0,1047.0,1046.0,4354184.3,1630371.41,0.0545023696682,0.0379146919431,0.907582938389,37,422,79,150484.42
3,2017-01-31,2017-02-01,2017-04-30,503,140960.86,1702.05,211.0,74.0,5024.51,917.0,916.0,4354184.3,1630371.41,0.0462633451957,0.0355871886121,0.918149466192,19,281,72,134667.29
4,2016-07-31,2016-08-03,2016-10-31,29,143160.03,720.97,621.0,4.0,195.71,1247.0,1247.0,1576363.4,1431012.8,0.0143112701252,0.00357781753131,0.982110912343,10,559,48,137186.21
4,2016-08-31,2016-09-01,2016-11-29,37,104512.46,910.85,360.0,2.0,97.12,880.0,880.0,1576363.4,1431012.8,0.0155555555556,0.00444444444444,0.98,24,450,48,101048.68
4,2016-09-30,2016-10-01,2016-12-29,38,62799.34,1069.18,245.0,2.0,97.12,526.0,526.0,1576363.4,1431012.8,0.00623052959502,0.0342679127726,0.959501557632,27,321,48,61281.42
4,2016-10-31,2016-11-01,2017-01-29,40,27378.25,844.13,110.0,0.0,0.0,241.0,240.0,1576363.4,1431012.8,0.00709219858156,0.0780141843972,0.914893617021,22,141,48,25298.68
4,2016-11-30,2016-12-01,2017-02-28,49,23524.68,311.97,30.0,0.0,0.0,198.0,197.0,1576363.4,1431012.8,0.0,0.106382978723,0.893617021277,9,94,38,22308.22
4,2016-12-31,2017-01-01,2017-03-31,56,30088.22,52.02,6.0,0.0,0.0,262.0,261.0,1576363.4,1431012.8,0.0128205128205,0.0128205128205,0.974358974359,10,78,38,27053.83
4,2017-01-31,2017-02-01,2017-04-30,61,47930.34,366.3,28.0,3.0,57.43,435.0,434.0,1576363.4,1431012.8,0.0294117647059,0.0352941176471,0.935294117647,16,170,6,47633.91
5,2016-07-31,2016-08-03,2016-10-31,306,177396.07,122044.92,2118.0,14.0,1224.18,2148.0,2148.0,27039.14,11325.37,0.0,2.66609789911e-05,0.999973339021,2,37508,1233,168442.46
5,2016-08-31,2016-09-01,2016-11-29,271,188139.44,61242.74,1356.0,20.0,1836.02,1373.0,1373.0,27039.14,11325.37,0.000104617101409,3.48723671363e-05,0.999860510531,36,28676,1158,179285.51
5,2016-09-30,2016-10-01,2016-12-29,145,145324.05,17548.82,706.0,21.0,2064.96,715.0,715.0,27039.14,11325.37,0.000860585197935,0.000215146299484,0.998924268503,37,4648,1129,137437.72
5,2016-10-31,2016-11-01,2017-01-29,128,73798.26,4861.62,316.0,20.0,1951.29,327.0,327.0,27039.14,11325.37,0.00170285227756,0.000851426138782,0.997445721584,38,2349,1069,61583.6
5,2016-11-30,2016-12-01,2017-02-28,120,83645.51,5846.24,170.0,19.0,1648.46,489.0,489.0,27039.14,11325.37,0.00120918984281,0.000604594921403,0.998186215236,4,1654,1060,74634.97
5,2016-12-31,2017-01-01,2017-03-31,148,214824.87,6640.85,223.0,33.0,2605.19,1303.0,1303.0,27039.14,11325.37,0.000369685767098,0.000369685767098,0.999260628466,5,5410,1060,193567.19
5,2017-01-31,2017-02-01,2017-04-30,166,238087.95,8382.84,409.0,38.0,2907.75,1488.0,1488.0,27039.14,11325.37,0.000573148015475,0.000429861011606,0.998996990973,6,6979,856,233025.51
6,2016-07-31,2016-08-03,2016-10-31,75,203857.22,109437.06,1937.0,27.0,762.9,6023.0,6022.0,2018554.49,1043703.38,0.00140807295159,0.0037883867507,0.994803540298,313,29828,405,198063.41
6,2016-08-31,2016-09-01,2016-11-29,87,240163.52,117944.32,2253.0,27.0,526.47,7800.0,7794.0,2018554.49,1043703.38,0.00478192959269,0.00444551243542,0.990772557972,404,41615,388,230952.7
6,2016-09-30,2016-10-01,2016-12-29,90,248743.6,107184.1,2255.0,20.0,305.01,8607.0,8602.0,2018554.49,1043703.38,0.00504427967307,0.00489257201373,0.990063148313,461,52733,388,234260.2
6,2016-10-31,2016-11-01,2017-01-29,92,199156.5,77869.63,1802.0,17.0,287.71,7030.0,7025.0,2018554.49,1043703.38,0.00702352363984,0.00712681075219,0.985849665608,342,38727,382,192902.92
6,2016-11-30,2016-12-01,2017-02-28,73,129452.84,45565.29,1119.0,18.0,247.2,4389.0,4389.0,2018554.49,1043703.38,0.00453465774131,0.00734182681926,0.988123515439,258,27786,377,126288.64
6,2016-12-31,2017-01-01,2017-03-31,71,116708.3,60450.57,1170.0,19.0,241.31,2980.0,2980.0,2018554.49,1043703.38,0.00364630811304,0.00237010027347,0.993983591613,397,16455,373,108612.0
6,2017-01-31,2017-02-01,2017-04-30,84,106314.05,60308.1,1085.0,12.0,131.69,2458.0,2458.0,2018554.49,1043703.38,0.00271411338963,0.00199034981906,0.995295536791,381,16580,373,105927.87
7,2016-07-31,2016-08-03,2016-10-31,301,237091.62,67323.92,3515.0,34.0,907.13,3713.0,3706.0,0.0,0.0,0.00446229361892,0.0116019634092,0.983935742972,40,2241,119,211102.41
7,2016-08-31,2016-09-01,2016-11-29,306,301021.89,89235.44,4663.0,46.0,1227.52,4930.0,4919.0,0.0,0.0,0.00760330578512,0.0125619834711,0.979834710744,67,3025,119,280203.31
7,2016-09-30,2016-10-01,2016-12-29,278,291893.31,90533.09,4683.0,45.0,1245.18,5033.0,5024.0,0.0,0.0,0.0116459627329,0.019798136646,0.968555900621,82,2576,117,264040.95
7,2016-10-31,2016-11-01,2017-01-29,275,214844.15,70177.7,3529.0,35.0,1061.26,3807.0,3797.0,0.0,0.0,0.0192926045016,0.0244372990354,0.956270096463,70,1555,104,197041.53
7,2016-11-30,2016-12-01,2017-02-28,258,129584.65,41704.75,2060.0,16.0,667.32,2278.0,2273.0,0.0,0.0,0.0199004975124,0.0323383084577,0.94776119403,43,804,85,117170.42
7,2016-12-31,2017-01-01,2017-03-31,266,148921.13,44412.7,2405.0,21.0,806.0,2537.0,2530.0,0.0,0.0,0.0109289617486,0.0174863387978,0.971584699454,42,915,84,112560.43
7,2017-01-31,2017-02-01,2017-04-30,285,191838.89,62963.61,3301.0,25.0,878.98,3435.0,3429.0,0.0,0.0,0.00342319212666,0.0124090714591,0.984167736414,55,2337,83,189101.04
8,2016-07-31,2016-08-03,2016-10-31,259,183010.5,4288.05,1123.0,24.0,1346.82,1531.0,1531.0,4898038.11,4286996.67,0.00637958532695,0.0191387559809,0.974481658692,72,627,214,180197.0
8,2016-08-31,2016-09-01,2016-11-29,248,128783.57,4282.82,686.0,17.0,970.1,1060.0,1060.0,4898038.11,4286996.67,0.011214953271,0.0242990654206,0.964485981308,53,535,214,118234.66
8,2016-09-30,2016-10-01,2016-12-29,261,131485.83,25974.95,877.0,16.0,875.09,1064.0,1064.0,4898038.11,4286996.67,0.0151228733459,0.0189035916824,0.965973534972,51,529,214,123871.31
8,2016-10-31,2016-11-01,2017-01-29,240,135039.14,35330.57,1003.0,14.0,752.58,1091.0,1091.0,4898038.11,4286996.67,0.0164233576642,0.014598540146,0.96897810219,52,548,214,131577.81
8,2016-11-30,2016-12-01,2017-02-28,239,156668.75,51283.83,1237.0,18.0,962.79,1287.0,1287.0,4898038.11,4286996.67,0.0123456790123,0.00705467372134,0.980599647266,56,567,129,146119.9
8,2016-12-31,2017-01-01,2017-03-31,219,167722.99,56488.68,1324.0,16.0,845.83,1438.0,1438.0,4898038.11,4286996.67,0.0137931034483,0.016091954023,0.970114942529,75,435,78,154564.16
8,2017-01-31,2017-02-01,2017-04-30,218,206742.61,65545.0,1545.0,21.0,1096.15,1774.0,1774.0,4898038.11,4286996.67,0.0157342657343,0.0174825174825,0.966783216783,97,572,42,207094.16
9,2016-07-31,2016-08-03,2016-10-31,354,237314.5,10238.65,1791.0,152.0,2750.21,4854.0,4844.0,0.0,0.0,0.00415985737632,0.00935967909672,0.986480463527,44,6731,2378,231999.75
9,2016-08-31,2016-09-01,2016-11-29,460,325673.04,23331.08,3023.0,135.0,3193.86,4835.0,4829.0,0.0,0.0,0.00384960862312,0.00667265494675,0.98947773643,57,7793,2188,319590.03
9,2016-09-30,2016-10-01,2016-12-29,498,403476.42,24408.94,3016.0,100.0,3186.38,4482.0,4478.0,0.0,0.0,0.00431585677749,0.00687340153453,0.988810741688,45,6256,1872,398272.43
9,2016-10-31,2016-11-01,2017-01-29,518,405291.7,23078.46,2922.0,73.0,3054.8,3801.0,3800.0,0.0,0.0,0.00822293284605,0.00571037003198,0.986066697122,46,4378,759,384739.81
9,2016-11-30,2016-12-01,2017-02-28,404,313277.5,13537.04,2186.0,61.0,2748.27,2959.0,2958.0,0.0,0.0,0.0131108462455,0.00635677393723,0.980532379817,30,2517,426,299748.9
9,2016-12-31,2017-01-01,2017-03-31,387,337309.83,22801.04,3366.0,83.0,3484.89,3847.0,3846.0,0.0,0.0,0.00778123610494,0.0028901734104,0.989328590485,48,4498,426,323180.44
9,2017-01-31,2017-02-01,2017-04-30,404,449143.69,29041.99,4676.0,87.0,3671.25,5231.0,5230.0,0.0,0.0,0.00214707461084,0.00147611379495,0.996376811594,56,7452,426,447212.23
10,2016-07-31,2016-08-03,2016-10-31,75,13165.56,163.08,37.0,5.0,377.07,85.0,84.0,56653.43,42257.32,0.0588235294118,0.0,0.941176470588,4,17,96571,11424.45
10,2016-08-31,2016-09-01,2016-11-29,96,16466.91,595.0,71.0,4.0,274.43,117.0,116.0,56653.43,42257.32,0.030303030303,0.030303030303,0.939393939394,13,33,93629,14129.45
10,2016-09-30,2016-10-01,2016-12-29,107,17983.58,631.35,83.0,4.0,277.75,135.0,134.0,56653.43,42257.32,0.0,0.0208333333333,0.979166666667,19,48,90925,15691.5
10,2016-10-31,2016-11-01,2017-01-29,98,16927.19,609.28,76.0,3.0,241.33,123.0,123.0,56653.43,42257.32,0.0,0.0196078431373,0.980392156863,16,51,85941,15058.82
10,2016-11-30,2016-12-01,2017-02-28,100,19125.73,399.32,86.0,3.0,252.37,119.0,119.0,56653.43,42257.32,0.0,0.025641025641,0.974358974359,7,39,81597,14795.34
10,2016-12-31,2017-01-01,2017-03-31,146,28930.79,527.4,127.0,6.0,488.91,182.0,182.0,56653.43,42257.32,0.0555555555556,0.0277777777778,0.916666666667,5,36,70905,23460.76
10,2017-01-31,2017-02-01,2017-04-30,186,36488.38,654.36,158.0,7.0,562.12,231.0,231.0,56653.43,42257.32,0.047619047619,0.0238095238095,0.928571428571,5,42,61447,33373.05
11,2016-07-31,2016-08-03,2016-10-31,254,232061.86,143.52,22.0,56.0,5973.66,1143.0,1141.0,0.0,0.0,0.00301204819277,0.00602409638554,0.990963855422,7,332,78,214899.51
11,2016-08-31,2016-09-01,2016-11-29,306,323613.94,11.04,2.0,88.0,9291.96,1551.0,1549.0,0.0,0.0,0.002,0.002,0.996,16,500,78,315994.77
11,2016-09-30,2016-10-01,2016-12-29,296,335314.53,0.0,0.0,85.0,8809.67,1614.0,1611.0,0.0,0.0,0.0018315018315,0.003663003663,0.994505494505,16,546,78,322349.67
11,2016-10-31,2016-11-01,2017-01-29,232,270898.12,0.0,0.0,81.0,8945.42,1357.0,1355.0,0.0,0.0,0.0,0.00201207243461,0.997987927565,14,497,78,251193.63
11,2016-11-30,2016-12-01,2017-02-28,237,248968.06,0.0,0.0,85.0,9153.26,1361.0,1359.0,0.0,0.0,0.00219298245614,0.00219298245614,0.995614035088,13,456,78,224739.11
11,2016-12-31,2017-01-01,2017-03-31,246,245308.36,0.0,0.0,96.0,10461.39,1425.0,1423.0,0.0,0.0,0.00204918032787,0.00409836065574,0.993852459016,16,488,78,235973.75
11,2017-01-31,2017-02-01,2017-04-30,264,233476.68,0.0,0.0,85.0,7969.33,1427.0,1426.0,0.0,0.0,0.00359712230216,0.00719424460432,0.989208633094,17,556,78,227926.47
12,2016-07-31,2016-08-03,2016-10-31,249,370022.84,165911.12,5896.0,13.0,341.28,5909.0,5902.0,0.0,10619.93,0.00642742367434,0.0198178896626,0.973754686663,113,1867,419,339483.31
12,2016-08-31,2016-09-01,2016-11-29,344,511237.65,227768.28,8050.0,25.0,644.62,8060.0,8054.0,0.0,10619.93,0.0130331753555,0.0154028436019,0.971563981043,168,2532,314,485905.1
12,2016-09-30,2016-10-01,2016-12-29,372,452281.65,209680.95,7115.0,31.0,741.99,7124.0,7119.0,0.0,10619.93,0.0219822599306,0.0208252988816,0.957192441188,169,2593,94,433233.83
12,2016-10-31,2016-11-01,2017-01-29,376,331530.66,166127.74,5205.0,30.0,727.33,5208.0,5201.0,0.0,10619.93,0.0291750503018,0.0261569416499,0.944668008048,127,1988,94,314304.81
12,2016-11-30,2016-12-01,2017-02-28,312,132143.2,75116.99,2163.0,18.0,389.75,2171.0,2167.0,0.0,10619.93,0.0453686200378,0.0415879017013,0.913043478261,81,1058,0,125247.38
12,2016-12-31,2017-01-01,2017-03-31,248,116811.37,67099.58,2552.0,21.0,481.99,2560.0,2557.0,0.0,10619.93,0.0521945432977,0.0308422301305,0.916963226572,66,843,0,109345.43
12,2017-01-31,2017-02-01,2017-04-30,192,147326.48,85463.38,4307.0,30.0,568.72,4315.0,4310.0,0.0,10619.93,0.0359078590786,0.0169376693767,0.947154471545,90,1476,0,146061.99
13,2016-07-31,2016-08-03,2016-10-31,138,16833.65,68.05,7.0,8.0,388.84,215.0,215.0,29645.93,13990.52,0.19512195122,0.0487804878049,0.756097560976,8,41,91,14363.77
13,2016-08-31,2016-09-01,2016-11-29,345,59477.34,1332.63,71.0,24.0,1861.82,481.0,481.0,29645.93,13990.52,0.107142857143,0.107142857143,0.785714285714,13,112,42,50275.44
13,2016-09-30,2016-10-01,2016-12-29,444,82934.22,1868.0,100.0,36.0,3216.22,606.0,606.0,29645.93,13990.52,0.0738255033557,0.120805369128,0.805369127517,15,149,42,70635.22
13,2016-10-31,2016-11-01,2017-01-29,489,88677.16,2062.89,144.0,42.0,3847.51,640.0,640.0,29645.93,13990.52,0.0747126436782,0.126436781609,0.798850574713,14,174,42,75720.86
13,2016-11-30,2016-12-01,2017-02-28,372,54931.09,825.67,88.0,32.0,2577.53,462.0,462.0,29645.93,13990.52,0.0924369747899,0.109243697479,0.798319327731,7,119,42,46174.48
13,2016-12-31,2017-01-01,2017-03-31,397,43586.34,1099.76,123.0,23.0,1330.15,530.0,530.0,29645.93,13990.52,0.115853658537,0.0548780487805,0.829268292683,18,164,42,37082.43
13,2017-01-31,2017-02-01,2017-04-30,577,46109.35,5521.88,308.0,20.0,815.11,821.0,820.0,29645.93,13990.52,0.0887096774194,0.0362903225806,0.875,24,248,42,42115.62
14,2016-07-31,2016-08-03,2016-10-31,1328,99552.53,3391.88,406.0,47.0,1098.09,2566.0,2563.0,0.0,23885.36,0.0595567867036,0.0623268698061,0.87811634349,45,722,99,88356.69
14,2016-08-31,2016-09-01,2016-11-29,1663,121029.69,7391.29,969.0,61.0,1299.73,3411.0,3409.0,0.0,23885.36,0.0734265734266,0.0629370629371,0.863636363636,75,1144,99,110113.55
14,2016-09-30,2016-10-01,2016-12-29,1697,118528.92,8895.34,1130.0,59.0,1241.72,3465.0,3461.0,0.0,23885.36,0.0744360902256,0.0744360902256,0.851127819549,82,1330,99,109724.77
14,2016-10-31,2016-11-01,2017-01-29,1434,92488.25,6789.85,892.0,47.0,988.98,2738.0,2734.0,0.0,23885.36,0.0928641251222,0.0869990224829,0.820136852395,73,1023,80,85608.59
14,2016-11-30,2016-12-01,2017-02-28,1470,93032.04,7389.36,855.0,44.0,973.82,2658.0,2644.0,0.0,23885.36,0.0955974842767,0.103144654088,0.801257861635,52,795,80,75900.6
14,2016-12-31,2017-01-01,2017-03-31,1624,118045.41,9059.55,1081.0,51.0,1111.38,3208.0,3189.0,0.0,23885.36,0.110429447853,0.0834355828221,0.806134969325,49,815,80,95863.06
14,2017-01-31,2017-02-01,2017-04-30,1795,142450.24,10553.57,1290.0,61.0,1355.8,3871.0,3849.0,0.0,23885.36,0.0781786941581,0.0609965635739,0.860824742268,51,1164,80,122426.5
15,2016-07-31,2016-08-03,2016-10-31,271,87764.28,280.34,25.0,13.0,1039.99,512.0,512.0,6780113.75,4997626.97,0.00568181818182,0.0284090909091,0.965909090909,18,176,62,76143.99
15,2016-08-31,2016-09-01,2016-11-29,327,122267.54,2309.42,208.0,18.0,1239.38,756.0,754.0,6780113.75,4997626.97,0.0036231884058,0.0289855072464,0.967391304348,25,276,31,106171.09
15,2016-09-30,2016-10-01,2016-12-29,307,119243.0,3154.86,286.0,20.0,1349.01,767.0,761.0,6780113.75,4997626.97,0.00343642611684,0.0274914089347,0.969072164948,30,291,24,101472.23
15,2016-10-31,2016-11-01,2017-01-29,259,104439.97,2990.57,271.0,21.0,1378.44,687.0,681.0,6780113.75,4997626.97,0.0042194092827,0.0337552742616,0.962025316456,19,237,24,86560.02
15,2016-11-30,2016-12-01,2017-02-28,250,94956.14,1800.62,223.0,20.0,1393.5,614.0,608.0,6780113.75,4997626.97,0.00595238095238,0.0357142857143,0.958333333333,16,168,24,77585.44
15,2016-12-31,2017-01-01,2017-03-31,381,172696.1,3247.1,430.0,50.0,3528.86,1114.0,1110.0,6780113.75,4997626.97,0.0161290322581,0.0322580645161,0.951612903226,25,248,24,141558.98
15,2017-01-31,2017-02-01,2017-04-30,494,281180.84,4775.64,703.0,83.0,5830.26,1808.0,1801.0,6780113.75,4997626.97,0.020725388601,0.020725388601,0.958549222798,46,386,24,250954.45
16,2016-07-31,2016-08-03,2016-10-31,388,264839.92,87781.98,2606.0,75.0,4484.38,3005.0,3005.0,950342.95,684384.61,0.000888550393501,0.0013962934755,0.997715156131,80,7878,1955,259620.77
16,2016-08-31,2016-09-01,2016-11-29,391,257160.9,75358.13,2089.0,87.0,5495.64,2526.0,2526.0,950342.95,684384.61,0.00110097514942,0.00220195029884,0.996697074552,31,6358,1863,251632.05
16,2016-09-30,2016-10-01,2016-12-29,402,234940.49,52087.14,1275.0,64.0,5055.3,1778.0,1778.0,950342.95,684384.61,0.00722673893406,0.00421559771153,0.988557663354,17,3321,1847,230117.65
16,2016-10-31,2016-11-01,2017-01-29,364,189992.99,22199.65,596.0,81.0,7053.61,1134.0,1133.0,950342.95,684384.61,0.02023988006,0.00749625187406,0.972263868066,16,1334,1847,182961.39
16,2016-11-30,2016-12-01,2017-02-28,367,178981.57,18802.9,537.0,64.0,6057.45,1149.0,1148.0,950342.95,684384.61,0.0147913365029,0.00422609614369,0.980982567353,22,1893,1847,169666.07
16,2016-12-31,2017-01-01,2017-03-31,524,242003.63,29118.96,980.0,76.0,6111.86,1925.0,1924.0,950342.95,684384.61,0.00366788929643,0.00433477825942,0.991997332444,26,2999,1847,223576.41
16,2017-01-31,2017-02-01,2017-04-30,671,340291.97,46305.84,1652.0,88.0,5875.28,3061.0,3061.0,950342.95,684384.61,0.00147574248294,0.00350488839697,0.99501936912,42,5421,1847,340421.66
17,2016-07-31,2016-08-03,2016-10-31,585,338719.47,160477.17,7055.0,117.0,4386.11,8942.0,8942.0,295775.07,111729.52,0.000388550705867,0.000431723006519,0.999179726288,18,46326,1775,327481.33
17,2016-08-31,2016-09-01,2016-11-29,580,477096.27,186939.44,7564.0,248.0,9122.86,11608.0,11606.0,295775.07,111729.52,0.00121948610428,0.00139064204874,0.997389871847,212,46741,1745,469570.41
17,2016-09-30,2016-10-01,2016-12-29,526,532959.06,182891.3,7163.0,303.0,11375.28,12151.0,12149.0,295775.07,111729.52,0.00175222580034,0.00213108543285,0.996116688767,233,42232,1740,528413.11
17,2016-10-31,2016-11-01,2017-01-29,405,390614.72,98225.89,4050.0,246.0,9081.56,8177.0,8175.0,295775.07,111729.52,0.00314845165186,0.00375226429742,0.993099284051,234,23186,1719,367142.05
17,2016-11-30,2016-12-01,2017-02-28,342,213279.46,75690.74,3155.0,114.0,4337.82,5049.0,5048.0,295775.07,111729.52,0.00231367874921,0.0031550164762,0.994531304775,44,14263,1719,205173.88
17,2016-12-31,2017-01-01,2017-03-31,484,212893.49,95300.11,4195.0,102.0,3486.21,5637.0,5635.0,295775.07,111729.52,0.00170175217446,0.00214294718265,0.996155300643,52,15866,1719,197638.69
17,2017-01-31,2017-02-01,2017-04-30,646,340347.44,186543.42,8454.0,132.0,4476.16,10403.0,10393.0,295775.07,111729.52,0.000994530084535,0.00134971940044,0.997655750515,86,28154,1719,339309.01
18,2016-07-31,2016-08-03,2016-10-31,91,20790.93,0.0,0.0,9.0,791.68,124.0,124.0,0.0,0.0,0.0,0.0434782608696,0.95652173913,1,23,221,18704.58
18,2016-08-31,2016-09-01,2016-11-29,100,21193.24,265.62,14.0,16.0,1132.7,134.0,134.0,0.0,0.0,0.0,0.0140845070423,0.985915492958,1,71,221,19023.4
18,2016-09-30,2016-10-01,2016-12-29,152,33044.93,477.16,38.0,21.0,1424.8,210.0,210.0,0.0,0.0,0.0,0.0,1.0,2,107,221,27794.22
18,2016-10-31,2016-11-01,2017-01-29,151,34764.59,477.16,38.0,17.0,1015.71,221.0,221.0,0.0,0.0,0.0,0.0236220472441,0.976377952756,5,127,213,30882.47
18,2016-11-30,2016-12-01,2017-02-28,161,40452.14,211.54,24.0,21.0,1492.12,246.0,246.0,0.0,0.0,0.0,0.021897810219,0.978102189781,9,137,213,38693.52
18,2016-12-31,2017-01-01,2017-03-31,164,39452.86,0.0,0.0,19.0,1592.19,250.0,250.0,0.0,0.0,0.0,0.00595238095238,0.994047619048,8,168,213,34417.55
18,2017-01-31,2017-02-01,2017-04-30,177,42201.8,0.0,0.0,33.0,2701.73,270.0,270.0,0.0,0.0,0.0,0.00520833333333,0.994791666667,14,192,213,42579.64
19,2016-07-31,2016-08-03,2016-10-31,696,86973.59,1674.92,499.0,63.0,2864.06,1408.0,1404.0,0.0,0.0,0.0842911877395,0.113026819923,0.802681992337,50,522,244,83623.67
19,2016-08-31,2016-09-01,2016-11-29,687,96896.17,2936.97,602.0,58.0,2827.29,1245.0,1245.0,0.0,0.0,0.0872093023256,0.0736434108527,0.839147286822,36,516,188,94397.5
19,2016-09-30,2016-10-01,2016-12-29,585,90357.15,2420.56,523.0,57.0,2731.73,1072.0,1072.0,0.0,0.0,0.0666666666667,0.0747474747475,0.858585858586,34,495,184,86768.31
19,2016-10-31,2016-11-01,2017-01-29,553,92899.03,1855.68,390.0,41.0,2693.63,927.0,927.0,0.0,0.0,0.0588235294118,0.0635294117647,0.877647058824,27,425,103,87473.51
19,2016-11-30,2016-12-01,2017-02-28,580,81465.88,380.07,77.0,35.0,2373.94,804.0,804.0,0.0,0.0,0.0557620817844,0.0520446096654,0.89219330855,22,269,90,77490.62
19,2016-12-31,2017-01-01,2017-03-31,619,79634.93,249.05,76.0,34.0,1993.42,909.0,909.0,0.0,0.0,0.0448717948718,0.0416666666667,0.913461538462,18,312,90,76139.45
19,2017-01-31,2017-02-01,2017-04-30,620,75625.13,414.07,407.0,37.0,1791.13,1070.0,1069.0,0.0,0.0,0.0359897172237,0.0437017994859,0.92030848329,28,389,84,76240.07
20,2016-07-31,2016-08-03,2016-10-31,122,152171.31,19618.66,1804.0,33.0,854.49,2184.0,2176.0,6979408.72,6391242.21,0.0165094339623,0.0377358490566,0.945754716981,49,424,10,138571.91
20,2016-08-31,2016-09-01,2016-11-29,141,148408.21,19478.97,1712.0,31.0,846.28,2096.0,2088.0,6979408.72,6391242.21,0.0160714285714,0.0410714285714,0.942857142857,48,560,10,138070.56
20,2016-09-30,2016-10-01,2016-12-29,122,130880.7,15901.01,1432.0,27.0,858.14,1817.0,1815.0,6979408.72,6391242.21,0.014950166113,0.0348837209302,0.950166112957,53,602,0,121974.67
